,price,quantity,symbol,timestamp,is_buy,price_next,target
700,2.464,6.28,FILUSDT,2025-04-12 09:44:45+00:00,0,2.464,0
701,2.464,2.89,FILUSDT,2025-04-12 09:44:45+00:00,0,2.463,0
876,2.463,3.05,FILUSDT,2025-04-12 09:45:06+00:00,0,2.463,0
877,2.463,3.05,FILUSDT,2025-04-12 09:45:06+00:00,0,2.463,0
878,2.463,234.0,FILUSDT,2025-04-12 09:45:06+00:00,0,2.463,0
879,2.463,17.0,FILUSDT,2025-04-12 09:45:06+00:00,0,2.463,0
880,2.463,234.0,FILUSDT,2025-04-12 09:45:06+00:00,0,2.463,0
2247,2.463,234.0,FILUSDT,2025-04-12 09:45:11+00:00,1,2.463,0
2248,2.463,234.0,FILUSDT,2025-04-12 09:45:11+00:00,1,2.465,1
1212,0.3538,674.76,FLOWUSDT,2025-04-12 09:44:04+00:00,1,0.3536,0
2907,0.3536,815.54,FLOWUSDT,2025-04-12 09:45:33+00:00,0,0.3539,1
74,0.01455,958.83,GALAUSDT,2025-04-12 09:43:46+00:00,0,0.01455,0
1635,0.01455,848.29,GALAUSDT,2025-04-12 09:44:23+00:00,0,0.01455,0
1637,0.01455,193.5,GALAUSDT,2025-04-12 09:44:23+00:00,0,0.01455,0
1640,0.01455,541.06,GALAUSDT,2025-04-12 09:44:23+00:00,0,0.01455,0
1644,0.01455,541.06,GALAUSDT,2025-04-12 09:44:23+00:00,0,0.01455,0
1645,0.01455,541.06,GALAUSDT,2025-04-12 09:44:23+00:00,0,0.01455,0
1646,0.01455,753.4,GALAUSDT,2025-04-12 09:44:23+00:00,0,0.01455,0
550,0.01455,763.46,GALAUSDT,2025-04-12 09:44:29+00:00,0,0.01455,0
3906,0.01455,832.86,GALAUSDT,2025-04-12 09:46:16+00:00,1,0.01455,0
3907,0.01455,15822.36,GALAUSDT,2025-04-12 09:46:16+00:00,1,0.01455,0
3953,0.01455,749.58,GALAUSDT,2025-04-12 09:46:16+00:00,1,0.01455,0
4698,0.01455,845.35,GALAUSDT,2025-04-12 09:46:28+00:00,0,0.01455,0
418,0.05739,243.94,GENEUSDT,2025-04-12 09:44:08+00:00,1,0.05739,0
887,0.05739,243.94,GENEUSDT,2025-04-12 09:45:08+00:00,1,0.05739,0
1107,0.17042,1440.0,HBARUSDT,2025-04-12 09:43:54+00:00,0,0.17047,1
290,0.17047,922.84,HBARUSDT,2025-04-12 09:44:04+00:00,0,0.17047,0
291,0.17047,138.79,HBARUSDT,2025-04-12 09:44:04+00:00,0,0.17043,0
1213,0.17043,1907.17,HBARUSDT,2025-04-12 09:44:04+00:00,1,0.17043,0
1214,0.17043,692.83,HBARUSDT,2025-04-12 09:44:04+00:00,1,0.17047,1
1512,0.17047,932.31,HBARUSDT,2025-04-12 09:44:11+00:00,0,0.17047,0
1513,0.17047,922.84,HBARUSDT,2025-04-12 09:44:11+00:00,0,0.17047,0
1514,0.17047,879.76,HBARUSDT,2025-04-12 09:44:11+00:00,0,0.17048,1
464,0.17048,514.08,HBARUSDT,2025-04-12 09:44:15+00:00,1,0.17048,0
465,0.17048,567.32,HBARUSDT,2025-04-12 09:44:15+00:00,1,0.1705,1
1749,0.1705,35.72,HBARUSDT,2025-04-12 09:44:21+00:00,0,0.17051,1
1752,0.17051,29.32,HBARUSDT,2025-04-12 09:44:23+00:00,1,0.17046,0
568,0.17046,2406.37,HBARUSDT,2025-04-12 09:44:26+00:00,0,0.17041,0
519,0.17041,44.0,HBARUSDT,2025-04-12 09:44:28+00:00,0,0.17041,0
520,0.17041,214.88,HBARUSDT,2025-04-12 09:44:28+00:00,0,0.17031,0
1781,0.17031,215.35,HBARUSDT,2025-04-12 09:44:33+00:00,0,0.1703,0
1782,0.1703,1199.55,HBARUSDT,2025-04-12 09:44:33+00:00,0,0.17034,1
1885,0.17034,2417.03,HBARUSDT,2025-04-12 09:44:56+00:00,0,0.17025,0
2017,0.17025,616.54,HBARUSDT,2025-04-12 09:45:02+00:00,1,0.17021,0
818,0.17021,215.55,HBARUSDT,2025-04-12 09:45:06+00:00,0,0.1702,0
2239,0.1702,1440.0,HBARUSDT,2025-04-12 09:45:11+00:00,1,0.17021,1
2252,0.17021,2600.0,HBARUSDT,2025-04-12 09:45:11+00:00,1,0.17021,0
2253,0.17021,1218.91,HBARUSDT,2025-04-12 09:45:11+00:00,1,0.17021,0
2267,0.17021,221.09,HBARUSDT,2025-04-12 09:45:11+00:00,1,0.17023,1
2310,0.17023,881.72,HBARUSDT,2025-04-12 09:45:11+00:00,1,0.17024,1
2463,0.17024,201.42,HBARUSDT,2025-04-12 09:45:11+00:00,1,0.17024,0
2470,0.17024,498.91,HBARUSDT,2025-04-12 09:45:11+00:00,0,0.17024,0
2471,0.17024,1877.42,HBARUSDT,2025-04-12 09:45:11+00:00,0,0.17019,0
2534,0.17019,215.55,HBARUSDT,2025-04-12 09:45:12+00:00,0,0.17019,0
2535,0.17019,44.07,HBARUSDT,2025-04-12 09:45:12+00:00,0,0.17019,0
2536,0.17019,22.96,HBARUSDT,2025-04-12 09:45:12+00:00,0,0.17019,0
2537,0.17019,2160.0,HBARUSDT,2025-04-12 09:45:12+00:00,0,0.17016,0
2578,0.17016,911.88,HBARUSDT,2025-04-12 09:45:15+00:00,0,0.17016,0
2579,0.17016,1486.53,HBARUSDT,2025-04-12 09:45:15+00:00,0,0.17016,0
2580,0.17016,4689.25,HBARUSDT,2025-04-12 09:45:15+00:00,0,0.17016,0
2887,0.17016,397.63,HBARUSDT,2025-04-12 09:45:25+00:00,1,0.17015,0
2836,0.17015,59.94,HBARUSDT,2025-04-12 09:45:26+00:00,0,0.17015,0
2837,0.17015,155.84,HBARUSDT,2025-04-12 09:45:26+00:00,0,0.17011,0
2889,0.17011,397.63,HBARUSDT,2025-04-12 09:45:28+00:00,1,0.17009,0
2949,0.17009,7723.47,HBARUSDT,2025-04-12 09:45:32+00:00,0,0.17009,0
2950,0.17009,215.9,HBARUSDT,2025-04-12 09:45:32+00:00,0,0.17006,0
2979,0.17006,477.16,HBARUSDT,2025-04-12 09:45:32+00:00,1,0.17006,0
3081,0.17006,2430.35,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17005,0
3082,0.17005,1440.0,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17005,0
3083,0.17005,1440.0,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17005,0
3084,0.17005,44.1,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17003,0
3085,0.17003,44.11,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17002,0
3086,0.17002,1440.0,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17001,0
3087,0.17001,44.07,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17,0
3088,0.17,1776.59,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17,0
3089,0.17,588.15,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.16999,0
3090,0.16999,1440.0,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.16999,0
3091,0.16999,2940.41,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17001,1
3092,0.17001,190.86,HBARUSDT,2025-04-12 09:45:35+00:00,1,0.16995,0
3093,0.16995,44.08,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.16994,0
3094,0.16994,1372.82,HBARUSDT,2025-04-12 09:45:35+00:00,0,0.17,1
3122,0.17,1954.64,HBARUSDT,2025-04-12 09:45:35+00:00,1,0.17,0
3123,0.17,2965.05,HBARUSDT,2025-04-12 09:45:35+00:00,1,0.17003,1
3163,0.17003,65.08,HBARUSDT,2025-04-12 09:45:37+00:00,0,0.17,0
3246,0.17,44.13,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17,0
3247,0.17,2488.74,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17001,1
3248,0.17001,1176.57,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17001,0
3249,0.17001,1440.0,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17002,1
3250,0.17002,44.13,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17002,0
3251,0.17002,588.19,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17003,1
3252,0.17003,2322.75,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17003,0
3253,0.17003,618.85,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17004,1
3254,0.17004,2941.6,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17004,0
3255,0.17004,570.81,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17004,0
3256,0.17004,605.83,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17006,1
3257,0.17006,44.13,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17005,0
3258,0.17005,246.51,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17005,0
3259,0.17005,1224.29,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17008,1
3262,0.17008,44.13,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.1701,1
3263,0.1701,44.1,HBARUSDT,2025-04-12 09:45:50+00:00,1,0.17024,1
4055,0.17024,44.07,HBARUSDT,2025-04-12 09:46:16+00:00,1,0.17024,0
4056,0.17024,440.99,HBARUSDT,2025-04-12 09:46:16+00:00,1,0.17025,1
4078,0.17025,2421.27,HBARUSDT,2025-04-12 09:46:17+00:00,0,0.17025,0
4101,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4102,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4103,0.17025,293.69,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4104,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4105,0.17025,293.69,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4106,0.17025,293.69,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4107,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4108,0.17025,293.69,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4109,0.17025,293.69,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4110,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4111,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4112,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4113,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17025,0
4114,0.17025,74.31,HBARUSDT,2025-04-12 09:46:18+00:00,1,0.17031,1
4435,0.17031,101.58,HBARUSDT,2025-04-12 09:46:22+00:00,1,0.17031,0
4334,0.17031,2394.21,HBARUSDT,2025-04-12 09:46:23+00:00,0,0.17028,0
1200,2.99,7.817,HNTUSDT,2025-04-12 09:44:03+00:00,1,2.991,1
1355,2.991,10.03,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1356,2.991,2.508,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1363,2.991,14.701,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1364,2.991,6.632,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1365,2.991,50.049,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1367,2.991,119.927,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1368,2.991,30.024,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1383,2.991,47.116,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1384,2.991,4.871,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.991,0
1385,2.991,37.916,HNTUSDT,2025-04-12 09:44:04+00:00,1,2.99,0
770,2.99,12.842,HNTUSDT,2025-04-12 09:44:59+00:00,0,2.99,0
771,2.99,0.369,HNTUSDT,2025-04-12 09:44:59+00:00,0,2.99,0
772,2.99,2.139,HNTUSDT,2025-04-12 09:44:59+00:00,0,2.99,0
773,2.99,2.508,HNTUSDT,2025-04-12 09:44:59+00:00,0,2.99,0
2142,2.99,7.359,HNTUSDT,2025-04-12 09:45:02+00:00,0,2.99,0
3016,2.99,5.609,HNTUSDT,2025-04-12 09:45:31+00:00,0,2.989,0
3017,2.989,7.123,HNTUSDT,2025-04-12 09:45:31+00:00,0,2.989,0
3018,2.989,2.508,HNTUSDT,2025-04-12 09:45:31+00:00,0,2.989,0
3019,2.989,2.508,HNTUSDT,2025-04-12 09:45:31+00:00,0,2.99,1
2939,2.99,12.799,HNTUSDT,2025-04-12 09:45:32+00:00,0,2.99,0
4341,2.99,1.95,HNTUSDT,2025-04-12 09:46:23+00:00,0,2.991,1
4419,2.991,5.705,HNTUSDT,2025-04-12 09:46:23+00:00,0,2.991,0
4700,2.991,26.462,HNTUSDT,2025-04-12 09:46:28+00:00,0,2.991,0
4703,2.991,15.045,HNTUSDT,2025-04-12 09:46:28+00:00,0,2.991,0
4704,2.991,9.766,HNTUSDT,2025-04-12 09:46:28+00:00,0,2.991,0
4736,2.991,22.216,HNTUSDT,2025-04-12 09:46:28+00:00,0,2.991,0
4740,2.991,25.384,HNTUSDT,2025-04-12 09:46:30+00:00,0,2.991,0
4741,2.991,32.945,HNTUSDT,2025-04-12 09:46:30+00:00,0,2.991,0
4919,2.991,22.897,HNTUSDT,2025-04-12 09:46:30+00:00,0,2.99,0
4920,2.99,1.95,HNTUSDT,2025-04-12 09:46:30+00:00,0,2.991,1
4922,2.991,32.629,HNTUSDT,2025-04-12 09:46:30+00:00,0,2.991,0
4742,2.991,28.149,HNTUSDT,2025-04-12 09:46:31+00:00,0,2.991,0
4925,2.991,28.149,HNTUSDT,2025-04-12 09:46:31+00:00,0,2.991,0
4926,2.991,21.214,HNTUSDT,2025-04-12 09:46:31+00:00,0,2.991,0
4927,2.991,3.364,HNTUSDT,2025-04-12 09:46:31+00:00,0,2.991,0
11,5.097,1.48,ICPUSDT,2025-04-12 09:43:33+00:00,0,5.097,0
12,5.097,24.13,ICPUSDT,2025-04-12 09:43:33+00:00,0,5.097,0
995,5.097,8.44,ICPUSDT,2025-04-12 09:43:37+00:00,1,5.097,0
996,5.097,2.07,ICPUSDT,2025-04-12 09:43:37+00:00,1,5.098,1
997,5.098,10.55,ICPUSDT,2025-04-12 09:43:37+00:00,1,5.098,0
998,5.098,41.12,ICPUSDT,2025-04-12 09:43:37+00:00,1,5.098,0
1290,5.098,71.0,ICPUSDT,2025-04-12 09:44:04+00:00,1,5.098,0
1291,5.098,91.0,ICPUSDT,2025-04-12 09:44:04+00:00,1,5.098,0
1294,5.098,60.85,ICPUSDT,2025-04-12 09:44:04+00:00,1,5.098,0
1308,5.098,53.6,ICPUSDT,2025-04-12 09:44:04+00:00,1,5.1,1
635,5.1,54.0,ICPUSDT,2025-04-12 09:44:39+00:00,1,5.1,0
636,5.1,54.0,ICPUSDT,2025-04-12 09:44:39+00:00,1,5.1,0
637,5.1,1.48,ICPUSDT,2025-04-12 09:44:39+00:00,1,5.1,0
1805,5.1,5.36,ICPUSDT,2025-04-12 09:44:43+00:00,1,5.1,0
671,5.1,1.17,ICPUSDT,2025-04-12 09:44:45+00:00,1,5.098,0
2955,5.098,1.48,ICPUSDT,2025-04-12 09:45:32+00:00,0,5.098,0
2956,5.098,12.47,ICPUSDT,2025-04-12 09:45:32+00:00,0,5.098,0
2957,5.098,3.12,ICPUSDT,2025-04-12 09:45:32+00:00,0,5.098,0
2958,5.098,71.0,ICPUSDT,2025-04-12 09:45:32+00:00,0,5.098,0
2975,5.098,12.47,ICPUSDT,2025-04-12 09:45:32+00:00,0,5.098,0
3152,5.098,9.61,ICPUSDT,2025-04-12 09:45:37+00:00,1,5.098,0
3153,5.098,54.0,ICPUSDT,2025-04-12 09:45:37+00:00,1,5.098,0
3154,5.098,54.0,ICPUSDT,2025-04-12 09:45:37+00:00,1,5.098,0
3155,5.098,1.35,ICPUSDT,2025-04-12 09:45:37+00:00,1,5.098,0
3159,5.098,26.52,ICPUSDT,2025-04-12 09:45:39+00:00,0,5.098,0
3224,5.098,40.5,ICPUSDT,2025-04-12 09:45:46+00:00,1,5.098,0
3225,5.098,8.1,ICPUSDT,2025-04-12 09:45:46+00:00,1,5.098,0
3226,5.098,1.7,ICPUSDT,2025-04-12 09:45:46+00:00,1,5.097,0
3592,5.097,50.0,ICPUSDT,2025-04-12 09:46:03+00:00,1,5.097,0
3593,5.097,39.87,ICPUSDT,2025-04-12 09:46:03+00:00,1,5.097,0
3594,5.097,67.86,ICPUSDT,2025-04-12 09:46:03+00:00,1,5.097,0
3595,5.097,13.14,ICPUSDT,2025-04-12 09:46:03+00:00,1,5.097,0
3596,5.097,10.39,ICPUSDT,2025-04-12 09:46:03+00:00,1,5.097,0
3852,5.097,23.53,ICPUSDT,2025-04-12 09:46:16+00:00,1,5.097,0
3853,5.097,15.72,ICPUSDT,2025-04-12 09:46:16+00:00,1,5.097,0
3854,5.097,39.25,ICPUSDT,2025-04-12 09:46:16+00:00,1,5.097,0
3858,5.097,39.25,ICPUSDT,2025-04-12 09:46:16+00:00,1,5.097,0
3859,5.097,39.25,ICPUSDT,2025-04-12 09:46:16+00:00,1,5.097,0
3867,5.097,24.26,ICPUSDT,2025-04-12 09:46:16+00:00,1,5.1,1
1451,0.08816,235.67,ICXUSDT,2025-04-12 09:44:01+00:00,0,0.08817,1
219,0.08817,68.06,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08821,1
220,0.08821,68.01,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08825,1
221,0.08825,67.98,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08828,1
222,0.08828,363.09,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08828,0
223,0.08828,720.53,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08828,0
224,0.08828,194.07,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08829,1
225,0.08829,67.95,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08829,0
226,0.08829,305.22,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08829,0
227,0.08829,567.24,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08827,0
228,0.08827,89.33,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08829,1
229,0.08829,455.04,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.0883,1
230,0.0883,22.78,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.0883,0
231,0.0883,566.69,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08829,0
232,0.08829,89.33,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.0883,1
233,0.0883,478.15,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.0883,0
235,0.0883,259.88,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08831,1
236,0.08831,306.69,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08827,0
242,0.08827,190.48,ICXUSDT,2025-04-12 09:44:04+00:00,1,0.08828,1
1517,0.08828,65.85,ICXUSDT,2025-04-12 09:44:12+00:00,1,0.08826,0
34,0.004812,1368.41,IZIUSDT,2025-04-12 09:43:35+00:00,0,0.004812,0
1199,0.004812,2615.33,IZIUSDT,2025-04-12 09:43:57+00:00,1,0.004811,0
1456,0.004811,1456.75,IZIUSDT,2025-04-12 09:44:10+00:00,0,0.004811,0
569,0.004811,3874.76,IZIUSDT,2025-04-12 09:44:26+00:00,1,0.004811,0
641,0.004811,2527.75,IZIUSDT,2025-04-12 09:44:38+00:00,0,0.004811,0
1921,0.004811,4744.81,IZIUSDT,2025-04-12 09:44:56+00:00,1,0.004812,1
2766,0.004812,3479.24,IZIUSDT,2025-04-12 09:45:18+00:00,0,0.004811,0
3063,0.004811,4502.48,IZIUSDT,2025-04-12 09:45:33+00:00,1,0.004811,0
3275,0.004811,4612.55,IZIUSDT,2025-04-12 09:45:51+00:00,0,0.004811,0
3833,0.004811,3126.3,IZIUSDT,2025-04-12 09:46:12+00:00,1,0.004812,1
1068,0.01459,10747.57,JASMYUSDT,2025-04-12 09:43:40+00:00,1,0.0146,1
114,0.0146,15239.4,JASMYUSDT,2025-04-12 09:43:50+00:00,1,0.01458,0
388,0.01458,8470.35,JASMYUSDT,2025-04-12 09:44:06+00:00,0,0.01461,1
450,0.01461,13689.25,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.01461,0
451,0.01461,15961.24,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.01462,1
452,0.01462,5012.01,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.01462,0
453,0.01462,7212.49,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.01462,0
454,0.01462,2448.13,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.01459,0
455,0.01459,13689.25,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.01459,0
456,0.01459,18835.02,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.0146,1
457,0.0146,514.23,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.0146,0
458,0.0146,514.23,JASMYUSDT,2025-04-12 09:44:15+00:00,1,0.0146,0
1726,0.0146,6999.99,JASMYUSDT,2025-04-12 09:44:26+00:00,0,0.0146,0
1753,0.0146,17274.13,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.0146,0
1754,0.0146,20547.94,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.0146,0
1755,0.0146,17111.56,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.0146,0
1756,0.0146,11220.29,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01461,1
1757,0.01461,13689.25,JASMYUSDT,2025-04-12 09:44:35+00:00,1,0.01461,0
1758,0.01461,13092.32,JASMYUSDT,2025-04-12 09:44:35+00:00,1,0.0146,0
1759,0.0146,17111.56,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01459,0
1760,0.01459,513.53,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01459,0
1761,0.01459,513.53,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01459,0
1762,0.01459,15268.41,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01459,0
1763,0.01459,19008.2,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01459,0
1764,0.01459,15399.48,JASMYUSDT,2025-04-12 09:44:35+00:00,0,0.01457,0
754,0.01457,15874.53,JASMYUSDT,2025-04-12 09:45:01+00:00,0,0.01457,0
755,0.01457,288.63,JASMYUSDT,2025-04-12 09:45:01+00:00,0,0.01456,0
2116,0.01456,14994.46,JASMYUSDT,2025-04-12 09:45:03+00:00,0,0.01456,0
2117,0.01456,2026.79,JASMYUSDT,2025-04-12 09:45:03+00:00,0,0.01455,0
2121,0.01455,10563.33,JASMYUSDT,2025-04-12 09:45:03+00:00,0,0.01455,0
2122,0.01455,5459.99,JASMYUSDT,2025-04-12 09:45:03+00:00,0,0.01454,0
902,0.01454,7563.83,JASMYUSDT,2025-04-12 09:45:05+00:00,0,0.01454,0
2843,0.01454,15948.69,JASMYUSDT,2025-04-12 09:45:29+00:00,0,0.01453,0
3466,0.01453,7211.4,JASMYUSDT,2025-04-12 09:46:00+00:00,0,0.01457,1
4454,0.01457,13731.55,JASMYUSDT,2025-04-12 09:46:21+00:00,1,0.01457,0
1070,0.012058,524.9,KASTAUSDT,2025-04-12 09:43:41+00:00,1,0.012059,1
515,0.012059,562.7,KASTAUSDT,2025-04-12 09:44:20+00:00,0,0.012059,0
624,0.012059,500.2,KASTAUSDT,2025-04-12 09:44:30+00:00,1,0.012059,0
650,0.012059,598.2,KASTAUSDT,2025-04-12 09:44:41+00:00,1,0.012059,0
22,13.52,1.021,KSMUSDT,2025-04-12 09:43:34+00:00,0,13.52,0
23,13.52,7.979,KSMUSDT,2025-04-12 09:43:34+00:00,0,13.51,0
598,13.51,8.1,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.51,0
599,13.51,8.1,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.51,0
600,13.51,1.265,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.5,0
601,13.5,8.1,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.5,0
602,13.5,10.0,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.5,0
603,13.5,7.399,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.49,0
604,13.49,8.1,KSMUSDT,2025-04-12 09:44:31+00:00,0,13.49,0
1366,0.752,712.16,LDOUSDT,2025-04-12 09:44:04+00:00,1,0.752,0
395,0.752,136.54,LDOUSDT,2025-04-12 09:44:07+00:00,1,0.752,0
396,0.752,14.63,LDOUSDT,2025-04-12 09:44:07+00:00,1,0.752,0
397,0.752,81.04,LDOUSDT,2025-04-12 09:44:07+00:00,1,0.752,0
398,0.752,486.95,LDOUSDT,2025-04-12 09:44:07+00:00,1,0.752,0
401,0.752,413.05,LDOUSDT,2025-04-12 09:44:08+00:00,1,0.752,0
402,0.752,111.82,LDOUSDT,2025-04-12 09:44:08+00:00,1,0.752,0
414,0.752,684.66,LDOUSDT,2025-04-12 09:44:09+00:00,1,0.752,0
415,0.752,215.34,LDOUSDT,2025-04-12 09:44:09+00:00,1,0.752,0
416,0.752,130.25,LDOUSDT,2025-04-12 09:44:09+00:00,1,0.752,0
417,0.752,327.52,LDOUSDT,2025-04-12 09:44:09+00:00,1,0.752,0
366,0.752,43.56,LDOUSDT,2025-04-12 09:44:10+00:00,1,0.752,0
375,0.752,14.63,LDOUSDT,2025-04-12 09:44:10+00:00,1,0.752,0
377,0.752,43.56,LDOUSDT,2025-04-12 09:44:10+00:00,0,0.752,0
1464,0.752,16.77,LDOUSDT,2025-04-12 09:44:10+00:00,0,0.752,0
1469,0.752,26.79,LDOUSDT,2025-04-12 09:44:10+00:00,1,0.752,0
1487,0.752,187.22,LDOUSDT,2025-04-12 09:44:10+00:00,1,0.752,0
1488,0.752,508.58,LDOUSDT,2025-04-12 09:44:10+00:00,1,0.752,0
1502,0.752,391.42,LDOUSDT,2025-04-12 09:44:11+00:00,1,0.752,0
1503,0.752,19.1,LDOUSDT,2025-04-12 09:44:11+00:00,1,0.752,0
1504,0.752,106.08,LDOUSDT,2025-04-12 09:44:11+00:00,1,0.752,0
1505,0.752,14.62,LDOUSDT,2025-04-12 09:44:11+00:00,1,0.752,0
1500,0.752,17.36,LDOUSDT,2025-04-12 09:44:12+00:00,0,0.752,0
1501,0.752,26.2,LDOUSDT,2025-04-12 09:44:12+00:00,0,0.752,0
440,0.752,72.71,LDOUSDT,2025-04-12 09:44:16+00:00,1,0.752,0
441,0.752,108.76,LDOUSDT,2025-04-12 09:44:16+00:00,1,0.752,0
442,0.752,496.15,LDOUSDT,2025-04-12 09:44:16+00:00,1,0.752,0
469,0.752,30.23,LDOUSDT,2025-04-12 09:44:17+00:00,1,0.752,0
470,0.752,18.63,LDOUSDT,2025-04-12 09:44:17+00:00,1,0.752,0
471,0.752,109.46,LDOUSDT,2025-04-12 09:44:17+00:00,1,0.752,0
498,0.752,18.93,LDOUSDT,2025-04-12 09:44:17+00:00,1,0.752,0
499,0.752,104.74,LDOUSDT,2025-04-12 09:44:17+00:00,1,0.752,0
502,0.752,15.95,LDOUSDT,2025-04-12 09:44:17+00:00,0,0.752,0
503,0.752,27.61,LDOUSDT,2025-04-12 09:44:17+00:00,0,0.752,0
505,0.752,43.56,LDOUSDT,2025-04-12 09:44:17+00:00,1,0.752,0
517,0.752,127.31,LDOUSDT,2025-04-12 09:44:18+00:00,1,0.752,0
1555,0.752,16.22,LDOUSDT,2025-04-12 09:44:23+00:00,0,0.752,0
